No1;No2;No3;No4;No5;No6;No7;No8;No9;No10;No11;No12;No13;No14;No15;No16;No17;No18;No19;No20
4;7;11;17;24;27;31;35;38;39;42;44;46;47;49;50;55;59;66;67
2;3;7;9;18;25;27;30;34;37;41;44;46;48;51;56;59;64;68;70
1;8;10;12;14;15;20;29;31;32;34;37;43;55;56;58;61;65;66;69
1;6;9;15;16;18;19;20;22;29;35;37;40;45;47;55;57;59;67;68
2;12;13;19;25;26;27;29;30;32;45;51;52;55;56;58;62;64;67;70
6;7;12;18;19;25;26;27;37;43;46;52;53;58;59;60;62;66;67;70
2;5;11;12;20;21;22;23;25;29;32;34;37;40;41;49;59;63;66;68
3;8;9;12;13;16;22;23;28;31;34;35;40;45;48;49;52;54;63;67
4;6;7;8;13;16;17;24;29;31;37;40;41;43;44;49;57;59;61;69
1;4;6;15;16;20;27;29;30;31;32;34;37;39;44;49;52;60;66;67
1;4;9;10;15;18;28;33;37;41;42;43;47;48;49;52;57;61;66;70
5;8;12;13;14;20;24;25;26;29;30;31;32;34;38;39;46;53;66;68
4;8;15;17;22;25;32;39;41;47;48;52;54;57;58;59;64;66;68;70
1;7;10;11;16;18;20;23;25;29;34;36;41;43;44;47;50;55;63;70
3;4;13;16;18;21;24;25;28;32;36;42;44;47;53;57;60;61;62;63
3;5;7;9;13;15;17;18;20;24;25;26;30;33;41;42;46;50;67;69
3;10;17;18;20;26;27;30;32;33;34;36;39;45;47;49;58;68;69;70
1;3;7;14;15;20;21;22;23;25;31;34;35;39;41;43;48;53;65;67
3;5;12;13;20;24;25;28;30;31;36;38;40;48;52;55;61;65;66;67
1;3;6;8;17;18;23;25;30;31;32;38;51;52;58;60;63;65;66;70
1;3;6;8;9;14;15;16;17;18;20;30;34;47;48;49;64;66;69;70
9;10;16;17;19;25;27;28;29;36;37;40;52;53;56;58;61;62;65;69
5;7;8;10;13;22;24;25;29;38;50;53;54;55;57;60;61;62;63;66
1;3;9;13;15;18;21;29;30;34;47;48;49;50;51;52;57;58;64;66
4;7;13;15;16;17;23;26;31;42;44;46;52;54;58;60;64;66;67;69
1;2;3;6;11;16;25;26;27;36;38;40;48;52;56;61;63;65;68;69
5;10;14;18;19;20;22;25;27;29;31;34;35;41;42;48;60;66;67;68
1;6;10;14;26;30;31;33;34;35;39;43;47;48;51;53;63;64;66;70
1;6;11;12;18;20;24;25;29;35;37;38;43;46;47;49;50;52;58;70
1;2;5;7;10;12;13;19;25;26;27;28;30;34;38;42;57;64;65;67
6;8;32;33;38;41;45;46;47;50;51;52;53;55;58;59;64;67;69;70
3;6;11;14;15;22;23;24;36;39;42;43;44;47;51;55;59;63;64;65
1;3;12;22;23;27;28;29;30;40;41;45;48;51;56;60;61;65;66;67
3;8;12;13;14;17;22;27;28;30;40;42;43;48;51;59;60;65;66;67
2;3;5;6;7;8;10;15;20;32;33;34;36;46;50;52;54;58;59;70
1;4;10;14;18;21;22;26;30;31;33;35;36;39;47;50;56;61;62;63
2;3;7;11;13;15;20;24;25;27;37;42;47;52;53;57;59;60;63;68
3;4;8;10;13;15;24;26;31;33;38;41;43;50;58;59;62;63;67;69
1;2;6;10;12;14;16;22;28;32;39;47;50;52;54;57;59;63;64;68
3;4;5;8;9;11;14;18;19;23;35;44;52;54;56;59;62;64;68;69
2;5;15;16;17;19;23;26;36;37;38;47;52;55;56;58;62;67;69;70
4;7;12;13;20;22;25;26;28;31;32;43;45;49;50;52;62;66;67;68
1;6;7;8;12;19;20;21;24;35;40;48;49;51;56;60;61;63;66;69
4;5;10;20;22;25;28;29;30;34;42;43;50;52;54;61;63;68;69;70
12;14;15;16;18;19;20;31;32;36;37;38;42;43;50;53;55;57;62;67
1;3;9;11;21;24;31;37;40;42;43;45;47;50;56;57;61;65;66;69
8;10;12;14;16;22;23;26;34;45;47;49;50;52;53;60;61;63;64;66
4;8;13;16;18;20;22;23;25;33;34;43;45;46;51;54;61;63;65;68
3;6;7;9;10;11;16;28;31;36;38;39;41;44;46;54;56;59;62;69
14;19;20;21;22;27;31;33;35;39;41;49;51;52;53;62;64;65;68;69
2;7;10;11;15;16;18;25;30;35;37;39;42;49;50;54;63;67;68;70
5;6;9;11;17;19;26;30;33;34;35;40;41;46;50;52;60;61;64;69
8;9;11;14;19;21;22;28;32;36;37;40;43;52;53;54;55;56;61;64
2;7;12;21;26;28;29;38;40;41;48;49;50;54;55;57;64;65;67;70
2;4;9;12;13;15;19;20;21;28;35;40;42;47;51;61;63;68;69;70
14;15;16;19;21;22;23;27;28;31;34;37;38;47;52;55;57;64;65;67
1;2;3;10;11;20;24;27;30;31;32;36;39;43;48;49;53;58;66;68
5;6;7;8;12;14;22;34;41;43;45;46;48;51;53;56;60;64;68;70
4;8;11;16;17;20;23;25;27;30;35;39;41;45;51;54;63;66;67;68
2;3;12;17;25;28;29;30;34;39;40;46;53;54;55;60;62;64;66;68
9;13;18;20;23;24;26;29;37;43;44;45;46;49;53;54;56;59;61;65
4;6;7;8;10;17;27;30;34;38;40;42;48;51;54;56;57;66;69;70
1;4;9;10;12;24;27;29;30;31;38;44;46;47;50;51;52;54;55;60
7;8;10;11;13;21;23;24;25;26;27;28;32;38;59;61;64;66;68;70
1;5;8;10;17;22;24;25;26;29;33;34;41;44;47;51;53;57;59;61
8;9;15;16;20;28;30;32;45;48;49;51;53;59;60;61;62;64;66;68
1;2;7;9;10;19;21;22;29;31;32;33;38;39;42;48;50;56;59;63
1;5;9;11;12;13;16;17;18;19;31;34;37;39;44;52;58;63;66;67
3;5;6;8;9;15;23;31;33;34;44;45;48;49;52;54;55;59;60;64
3;7;10;18;20;22;23;37;40;42;43;47;51;56;59;61;62;64;67;69
4;6;9;12;16;21;24;27;34;39;42;43;45;52;54;56;61;64;66;70
1;3;8;10;16;21;23;26;29;33;34;35;36;40;41;46;61;64;65;66
3;8;11;14;17;18;20;21;24;25;33;35;40;45;46;51;58;64;68;69
2;3;5;6;16;21;22;32;35;39;40;41;43;44;46;47;57;58;62;67
1;3;4;9;10;23;32;33;36;38;41;44;48;50;52;54;62;66;68;70
2;6;7;8;10;11;16;17;19;32;35;40;41;49;52;53;57;58;59;61
1;2;10;12;14;16;20;30;33;35;36;37;38;49;53;56;58;60;69;70
2;6;13;14;18;24;26;27;28;37;42;44;46;51;52;54;60;62;67;70
1;2;11;14;18;22;23;25;27;29;32;33;36;39;41;47;54;57;61;64
9;15;16;17;19;26;32;41;42;43;44;45;46;49;52;54;55;61;62;68
5;6;8;13;16;21;23;24;35;36;39;41;42;46;48;50;62;63;64;70
1;4;6;18;19;25;29;30;38;39;41;44;45;48;53;54;55;60;68;70
3;5;6;8;9;17;26;32;36;39;41;45;46;48;49;51;57;58;59;60
4;6;13;14;23;29;33;35;37;48;50;52;53;57;58;60;61;66;67;69
7;8;9;10;13;15;25;28;34;42;50;51;53;55;56;57;58;59;63;67
1;4;12;13;19;21;29;30;31;34;35;36;37;43;49;51;56;59;63;64
3;6;8;11;16;18;20;21;22;23;35;36;44;46;49;51;61;62;69;70
4;5;6;12;19;21;26;29;32;33;40;42;43;48;49;56;63;66;68;70
2;6;8;9;16;17;18;22;25;26;27;30;32;34;37;42;44;47;56;60
1;6;7;8;9;17;23;25;28;29;37;39;50;53;54;58;59;65;67;69
5;11;15;19;22;26;28;30;31;33;37;38;43;50;52;55;56;57;58;69
6;7;15;21;34;37;46;47;49;50;52;53;54;55;56;59;62;67;68;70
3;7;17;19;21;22;29;31;32;38;40;41;42;43;52;62;63;65;69;70
2;9;15;20;21;26;27;28;34;39;40;44;46;47;50;51;56;60;67;68
2;4;9;13;15;19;23;30;34;35;38;42;43;45;46;49;53;58;59;63
2;9;16;18;19;20;22;26;29;30;31;32;33;34;40;47;55;58;59;63
3;6;7;9;16;19;21;23;24;29;31;33;37;47;48;52;53;55;62;64
3;6;8;10;12;13;19;22;31;33;41;42;43;44;51;54;61;67;69;70
2;4;6;8;9;12;26;31;33;34;40;45;46;49;57;58;59;61;62;69
2;5;10;12;16;17;25;38;39;40;43;44;48;51;53;56;57;61;62;70
1;11;12;14;15;19;20;21;27;28;29;32;34;37;39;46;47;58;60;64
3;5;6;9;11;16;17;21;23;27;30;33;41;44;47;48;50;53;55;56
2;6;10;12;14;15;18;27;28;29;32;34;35;38;39;47;48;51;57;66
1;2;9;13;14;21;24;25;29;32;38;44;45;48;49;51;53;57;65;68
1;5;6;11;21;23;24;25;26;32;33;39;45;49;54;56;59;61;67;70
5;16;20;21;23;24;26;27;28;33;39;42;43;47;51;54;57;58;63;66
1;4;9;10;11;13;17;18;19;23;28;39;42;44;47;48;53;56;62;69
1;4;10;11;13;15;21;22;23;39;41;45;47;49;55;56;59;63;65;67
1;12;23;24;26;27;28;30;32;34;36;37;42;46;49;51;53;55;58;68
2;12;14;16;22;23;24;27;28;30;33;34;40;47;54;59;62;63;65;66
7;8;9;10;16;19;20;21;24;26;28;30;35;38;40;48;49;52;55;57
2;5;8;12;13;20;21;22;25;27;32;35;37;40;41;47;52;58;59;63
2;6;10;12;13;15;20;25;27;31;36;37;38;41;47;49;51;55;56;57
3;11;14;16;17;20;21;25;26;34;37;38;46;51;57;59;63;65;69;70
2;3;6;11;15;16;17;18;24;28;30;38;40;43;44;45;46;50;55;70
1;2;3;15;21;23;24;25;28;29;35;45;46;48;50;56;59;61;67;68
1;6;7;16;17;19;21;24;28;32;39;42;43;50;51;53;55;59;63;67
3;5;9;13;15;18;22;26;31;35;38;39;41;43;44;46;47;51;56;62
2;3;4;10;13;21;22;32;36;39;41;42;45;50;56;58;60;61;63;68
1;2;4;9;11;12;15;18;20;27;37;39;40;52;58;59;63;64;65;69
1;6;13;14;18;23;29;31;32;42;51;52;56;58;62;64;66;68;69;70
7;8;10;13;16;19;20;21;23;25;44;52;53;55;56;61;63;67;68;69
3;4;5;10;11;15;17;20;26;27;28;30;32;33;44;48;50;55;59;68
12;13;14;18;19;20;21;25;27;29;33;34;37;39;41;48;55;56;66;70
1;3;6;8;12;15;23;24;27;29;33;35;41;42;45;46;57;64;66;68
7;9;15;22;23;26;27;28;31;32;33;34;41;42;51;55;57;60;62;70
4;5;6;14;16;18;23;25;27;28;34;35;36;38;42;46;50;57;61;63
1;5;10;12;15;18;20;29;32;33;39;41;44;45;46;48;49;54;57;63
7;8;9;12;16;17;19;21;27;28;32;35;43;46;50;53;54;58;64;66
2;5;7;8;9;10;13;18;21;22;25;34;37;41;42;50;55;59;61;66
1;10;12;17;19;20;23;29;33;35;38;44;46;49;50;61;63;65;66;67
1;9;12;13;14;17;20;30;33;38;41;44;47;58;60;61;63;66;69;70
5;7;9;14;16;22;23;29;30;35;43;44;46;49;51;56;58;61;62;67
4;13;14;15;16;19;21;29;38;41;43;48;54;55;56;57;58;59;66;70
1;7;8;9;10;12;16;20;21;23;34;36;37;38;48;51;55;58;61;63
1;11;12;15;17;19;21;30;31;34;35;36;38;40;42;43;48;58;61;66
2;4;5;7;13;15;16;21;31;37;40;43;44;45;46;47;56;61;64;66
1;3;5;9;11;13;14;16;22;23;25;26;28;41;44;54;57;58;59;70
1;6;7;12;14;18;26;33;38;39;40;42;47;51;53;56;59;64;68;70
5;11;14;16;17;18;19;26;28;33;34;43;51;53;55;56;58;64;66;70
2;7;9;11;16;18;19;21;22;23;31;34;35;36;41;49;54;65;66;70
2;3;4;16;18;26;29;42;43;44;45;47;49;52;57;59;62;65;67;68
4;5;6;7;15;18;21;22;23;26;36;46;49;52;53;57;64;66;67;70
4;11;14;17;22;23;24;32;33;34;35;36;41;43;44;47;50;57;64;68
4;10;13;15;17;18;24;31;37;38;49;50;51;52;57;61;63;65;66;68
4;6;11;12;21;28;29;30;37;38;40;41;42;45;46;51;55;58;63;64
1;9;12;19;22;23;24;28;32;35;38;42;43;45;46;51;54;60;63;66
5;19;22;23;27;30;32;36;38;41;43;48;49;50;51;52;53;65;69;70
4;9;12;13;15;16;21;32;35;38;46;51;55;56;57;58;64;66;67;69
11;13;26;27;29;30;39;41;42;47;49;53;54;56;57;58;59;60;61;67
4;14;15;21;22;27;29;30;33;35;37;42;46;51;52;53;56;63;68;69
1;2;6;16;18;20;24;26;31;34;35;38;41;45;50;52;60;66;68;70
1;3;5;16;19;23;24;27;29;30;33;37;46;47;52;56;64;66;69;70
1;3;8;17;19;20;21;22;23;31;34;35;36;42;46;55;58;59;63;69
2;9;14;17;18;19;20;21;22;23;36;39;47;53;56;58;59;60;64;68
5;13;17;18;20;21;29;30;31;33;38;43;46;48;49;52;59;60;63;69
11;16;18;21;34;37;40;45;46;48;50;52;54;55;60;63;64;67;69;70
2;4;21;25;26;27;29;30;31;36;39;40;41;44;45;47;57;58;61;62
1;4;8;11;12;13;14;16;18;32;33;43;44;48;52;58;59;64;66;67
2;3;4;5;6;7;18;21;30;37;40;41;44;47;50;54;60;62;63;70
6;8;9;13;15;19;21;26;34;35;36;37;42;48;51;54;55;59;66;70
1;4;11;19;22;27;32;39;40;50;51;53;55;56;59;62;63;66;68;69
2;3;4;7;10;13;14;17;22;27;29;30;36;37;40;51;53;60;64;68
5;10;12;13;15;18;19;23;32;36;39;40;41;44;46;48;49;59;60;67
3;6;10;18;20;25;28;29;35;40;44;45;49;51;52;58;59;61;65;66
1;9;13;16;18;24;26;27;28;32;38;39;43;44;50;55;56;57;67;70
1;2;3;4;7;9;17;18;26;33;34;44;46;48;49;52;58;59;62;70
7;8;10;11;12;14;16;19;20;28;34;38;42;43;48;50;59;63;66;68
4;13;14;19;24;30;32;33;43;45;48;52;54;60;62;63;65;66;68;70
7;10;14;16;20;21;31;38;39;41;47;49;51;53;55;57;62;63;66;67
3;12;18;21;24;27;28;31;33;37;40;42;44;45;49;50;54;59;62;69
1;2;4;7;10;13;16;27;28;32;33;34;40;43;44;45;51;64;65;67
3;6;13;14;18;19;22;26;35;39;40;45;46;50;52;54;56;57;64;68
5;7;8;9;10;14;15;23;24;30;33;34;35;42;45;50;52;56;57;58
5;9;12;16;19;20;21;26;31;41;42;45;49;56;57;62;65;66;67;68
3;12;14;15;17;24;30;32;36;39;41;47;56;57;58;59;60;65;68;69
1;4;11;17;21;25;27;28;30;31;33;37;41;48;49;50;52;56;61;70
2;5;18;25;26;27;34;36;43;44;46;49;54;57;58;59;61;64;66;70
1;2;3;4;7;8;15;25;27;30;31;35;38;45;53;57;62;63;68;69
3;9;11;12;14;16;23;24;25;27;29;33;44;48;53;56;60;62;65;67
2;4;12;16;17;21;23;30;34;35;38;39;43;52;55;58;60;64;68;70
8;10;13;20;21;22;25;27;29;31;34;38;43;46;47;49;50;61;62;64
4;5;8;9;12;13;16;17;23;27;33;35;38;44;46;51;64;67;68;69
4;6;8;12;14;16;20;23;26;29;38;41;45;46;47;50;58;64;65;66
1;3;5;8;10;26;27;28;29;30;33;39;43;53;54;56;57;58;67;69
5;8;9;14;20;22;25;29;33;35;40;46;49;55;57;64;65;67;69;70
7;9;12;17;23;26;29;31;33;36;40;44;46;48;53;60;61;62;63;65
3;4;5;12;16;17;18;19;28;29;42;47;50;51;55;58;59;60;67;69
2;5;14;15;20;23;28;30;38;41;43;44;46;47;54;55;60;63;64;65
5;12;13;15;17;20;22;26;29;32;36;41;49;50;55;58;59;66;67;68
1;3;10;14;17;24;27;30;31;32;38;41;44;48;56;57;60;62;63;67
10;11;12;15;17;19;21;22;24;33;37;43;47;51;52;58;59;63;66;70
1;5;7;10;12;14;17;21;23;25;32;35;36;42;49;51;56;57;64;67
10;12;13;14;20;23;27;28;33;37;45;48;49;50;51;56;61;62;63;66
2;7;10;15;18;21;22;23;27;28;36;40;45;46;49;50;58;61;63;64
5;11;13;15;16;17;23;26;29;30;33;36;51;57;59;63;65;66;69;70
1;4;10;16;17;25;29;31;34;37;40;41;44;49;58;59;66;68;69;70
2;13;20;21;23;32;38;45;46;49;51;52;53;55;57;59;61;65;68;70
3;4;5;7;13;16;17;22;23;24;26;29;37;40;41;46;49;63;66;67
4;5;9;13;15;21;26;30;34;38;39;42;44;50;56;59;60;63;66;70
5;8;11;15;17;19;25;26;27;29;31;37;40;41;42;48;54;60;64;67
4;5;7;9;12;13;19;20;21;26;30;31;42;44;48;52;54;56;59;70
1;4;5;7;9;21;30;34;35;39;40;49;53;54;55;56;61;64;65;68
1;2;3;5;9;16;18;20;22;23;30;33;35;39;40;41;44;46;50;61
3;5;10;12;19;21;24;27;34;35;40;49;54;55;57;60;66;67;68;69
5;6;9;12;19;22;29;32;34;36;42;48;49;51;52;53;55;61;62;68
3;10;17;20;23;26;28;29;38;40;41;42;48;49;50;54;58;59;65;68
4;8;12;13;15;18;26;32;34;35;37;40;43;52;53;58;59;61;63;70
2;3;9;11;12;16;22;23;24;28;33;35;38;48;51;60;64;65;67;70
4;6;16;17;18;22;25;28;32;36;41;43;49;52;53;56;66;68;69;70
1;2;3;6;14;15;18;21;24;29;32;35;36;42;49;56;59;61;65;67
5;6;8;10;14;19;20;21;26;27;30;36;37;38;42;49;57;59;65;70
4;5;7;8;10;14;20;25;28;29;34;41;49;54;55;57;61;62;68;69
7;8;9;10;15;17;20;22;23;28;29;32;42;46;47;52;58;64;67;70
2;7;10;11;12;19;20;24;25;29;30;35;40;43;44;48;51;54;58;66
2;6;12;15;16;19;22;26;32;33;42;49;51;56;59;60;65;66;67;69
1;2;6;8;10;12;16;31;39;43;45;48;50;51;55;58;60;61;63;70
3;4;5;7;14;15;18;20;23;30;33;35;38;39;43;47;50;53;62;65
1;3;5;13;14;21;24;25;28;30;32;33;38;45;46;51;55;56;60;65
3;4;9;15;18;23;28;29;33;38;44;45;46;52;58;61;64;65;67;68
8;12;21;27;28;32;33;46;48;49;50;51;52;54;55;56;66;67;68;70
1;2;9;18;19;20;25;27;29;35;36;40;42;46;49;56;57;61;67;70
3;4;5;6;13;14;17;19;25;26;29;32;36;40;41;42;48;54;59;60
1;2;8;11;19;20;32;33;34;35;38;41;54;55;56;58;63;66;68;70
4;7;13;20;22;23;28;34;35;37;38;45;46;47;53;55;58;65;66;67
3;8;19;21;23;26;31;32;34;36;38;39;44;48;49;51;53;58;63;70
6;7;8;11;13;19;20;30;31;37;38;43;48;54;59;64;65;66;67;70
4;13;14;16;19;26;27;28;32;35;37;39;41;42;48;50;52;64;66;70
2;8;11;12;15;16;19;22;28;33;35;42;43;50;53;56;57;60;66;67
1;4;5;6;12;25;27;28;36;41;44;51;52;54;56;57;58;60;62;66
1;3;4;10;15;17;24;25;30;33;38;40;43;48;56;58;59;61;66;67
2;6;9;13;14;19;27;28;36;39;41;43;46;48;49;50;51;56;66;67
5;8;10;11;16;19;24;35;36;37;38;40;41;43;49;52;54;57;62;64
2;10;11;12;15;16;20;23;29;30;31;33;37;39;40;46;47;48;60;61
5;6;7;10;14;24;25;28;29;30;35;37;43;47;56;59;62;64;66;69
7;8;15;16;20;28;32;41;45;47;49;51;52;57;60;62;63;65;66;69
2;7;8;10;11;15;17;18;27;35;38;43;46;47;50;51;52;55;60;68
2;3;4;6;7;17;21;22;26;32;35;39;40;42;46;47;59;66;68;70
5;7;11;13;16;17;19;25;27;38;42;44;46;47;50;55;59;63;64;66
1;3;12;21;26;27;28;29;32;37;38;41;53;55;57;58;63;64;65;67
1;3;5;7;10;16;18;19;25;29;30;31;33;37;42;50;52;56;61;68
3;6;8;12;13;14;29;30;31;39;44;46;49;51;54;57;60;61;65;67
2;3;4;6;7;10;11;14;19;24;34;38;43;44;46;47;53;58;67;70
1;2;3;10;14;15;19;27;34;35;41;42;43;45;46;50;51;53;62;67
8;12;13;15;17;20;21;27;29;31;37;38;47;49;52;53;58;61;63;67
1;3;5;6;9;11;13;23;25;29;31;35;36;39;47;52;54;61;62;64
1;4;13;14;15;22;36;38;40;42;43;45;46;48;58;61;62;64;65;67
1;3;15;19;20;22;27;28;29;30;36;37;42;44;47;56;63;67;69;70
4;5;8;14;21;22;26;29;32;37;39;41;51;53;56;57;62;63;68;70
5;15;18;19;22;29;31;32;37;45;47;48;50;51;55;59;60;62;67;69
1;11;14;16;22;23;26;34;40;41;45;48;49;53;57;61;64;65;68;69
3;5;8;13;15;18;20;22;23;27;28;33;42;46;50;53;58;60;64;65
2;8;13;15;19;22;29;32;34;39;45;47;48;49;58;59;60;65;68;69
4;9;10;13;15;16;19;21;24;26;31;33;35;38;41;42;43;48;50;70
3;5;8;9;15;16;18;26;27;31;32;33;42;48;50;51;52;53;54;55
2;10;11;12;19;20;22;24;25;30;32;36;37;45;54;56;57;61;64;66
1;2;5;13;15;19;20;27;31;39;41;45;46;49;55;56;63;65;66;68
1;8;13;16;17;19;22;25;32;35;37;40;43;44;48;57;60;64;65;68
2;6;16;18;19;20;29;37;39;40;43;47;49;53;56;58;59;60;62;68
2;5;8;11;14;19;20;22;26;28;30;33;35;36;42;43;45;50;55;68
1;8;14;15;17;20;23;24;28;30;31;36;41;50;53;55;56;62;67;70
3;11;14;16;22;23;25;26;27;31;32;33;37;39;47;48;50;57;62;63
1;2;5;11;17;25;27;29;31;33;34;36;37;40;53;59;63;64;67;70
1;10;11;20;22;28;31;42;44;46;50;52;56;57;59;63;65;66;68;69
2;6;14;15;20;23;24;29;32;33;36;38;42;47;50;54;60;61;62;68
2;5;6;7;10;15;16;18;19;27;32;35;36;45;47;57;59;61;63;67
7;9;11;14;18;24;25;27;33;34;35;41;50;52;53;64;65;66;68;69
2;7;9;13;15;20;21;25;26;29;31;37;39;40;45;55;59;60;65;66
14;16;24;25;26;27;32;33;38;41;44;45;46;48;51;55;57;58;60;68
1;3;5;7;20;22;24;31;32;35;41;42;43;52;55;61;64;65;66;68
6;8;13;14;18;20;25;27;31;33;34;36;39;41;51;55;56;59;66;67
2;14;22;29;30;31;33;34;35;37;38;40;51;53;54;56;62;65;66;69
6;9;10;14;17;18;20;35;37;38;42;43;44;45;51;53;57;59;65;67
2;3;6;8;12;13;14;15;26;30;34;37;40;43;44;49;51;53;60;64
6;7;10;16;19;25;27;28;29;30;33;35;37;42;45;49;50;54;56;61
3;8;9;11;16;25;34;35;37;38;39;40;41;43;49;52;53;55;61;63
2;7;10;18;22;23;24;33;41;46;48;49;51;54;57;60;62;63;66;70
3;4;5;12;13;15;18;19;23;30;33;37;45;50;52;53;57;62;64;65
2;3;5;9;17;18;20;21;23;27;31;32;40;42;44;45;59;65;66;69
8;11;14;17;22;26;28;29;30;33;37;43;45;46;51;63;64;65;67;68
4;10;12;13;14;15;21;23;31;34;36;40;41;48;49;51;57;59;64;67
1;4;8;13;15;17;28;34;37;39;41;44;47;49;51;61;62;64;66;67
10;14;17;20;22;23;27;28;35;38;43;44;48;49;50;52;55;56;67;68
3;6;11;12;13;14;15;17;18;19;32;40;47;53;54;55;62;63;65;67
1;2;4;6;11;18;19;24;27;28;30;35;37;38;43;46;47;48;56;64
4;5;9;10;11;16;19;21;24;34;41;46;49;50;55;58;60;61;65;69
2;3;12;16;19;21;22;26;30;36;38;43;44;51;53;55;56;64;67;68
5;9;13;16;19;21;29;30;31;37;40;44;48;54;55;59;60;61;65;68
4;6;8;14;16;19;22;25;26;27;33;36;37;48;53;56;59;60;67;68
4;7;8;10;13;15;22;23;28;29;32;50;51;52;56;57;61;64;65;70
2;3;11;12;20;24;32;34;36;39;40;42;44;45;46;49;53;60;64;65
3;14;15;17;18;20;24;27;30;34;37;40;41;44;47;49;57;59;63;64
5;9;10;11;17;18;19;21;28;29;31;33;36;38;42;47;48;51;59;62
2;7;8;9;10;18;19;29;32;36;37;38;41;44;47;50;53;54;67;69
2;4;9;14;20;28;29;31;32;34;39;50;51;52;58;59;60;61;66;68
6;12;13;22;26;27;29;33;43;47;49;50;51;52;56;57;61;64;67;70
1;8;11;13;14;24;25;28;31;35;42;43;47;48;52;53;56;59;68;69
2;4;7;15;19;21;23;26;27;34;37;40;41;48;56;60;61;63;68;70
2;15;17;25;26;29;34;36;43;46;49;50;51;52;54;56;59;61;62;65
3;4;5;7;9;10;13;14;16;19;25;27;36;40;46;50;51;59;60;70
3;6;8;12;20;23;24;25;28;29;31;38;39;41;47;49;59;70;63;66
2;10;12;13;17;24;25;32;36;37;49;51;53;55;56;57;59;62;63;64
4;5;9;17;20;23;25;26;27;29;34;36;40;44;49;53;59;60;63;70
9;11;13;15;17;20;22;25;36;38;40;49;52;54;56;59;61;62;63;64
1;2;3;4;5;7;10;17;19;21;27;35;40;43;44;46;57;58;63;69
11;12;14;16;21;23;27;31;37;39;40;44;46;49;50;51;59;60;65;67
1;4;10;12;13;14;17;22;23;25;37;43;44;46;48;50;54;57;61;66
4;5;6;9;10;19;21;22;24;29;30;32;39;43;44;51;57;59;61;62
2;4;5;8;11;13;20;22;26;33;34;36;39;42;47;48;51;54;56;66
2;3;5;17;20;22;23;26;32;37;38;39;42;45;50;51;56;59;64;66
4;5;9;12;13;19;20;21;23;29;31;34;39;45;52;60;66;67;69;70
2;3;5;7;10;11;15;16;20;22;24;27;31;39;49;56;57;59;61;64
2;3;6;13;16;19;20;21;25;27;29;34;36;37;44;49;54;56;57;66
9;10;11;12;13;23;29;36;41;44;45;47;48;51;55;56;58;65;67;70
1;8;10;11;15;18;19;22;24;25;29;30;33;35;43;45;53;59;60;64
2;5;6;15;19;20;21;22;31;32;35;37;39;44;49;61;66;67;68;70
4;9;18;22;25;31;34;35;36;39;47;48;49;50;55;57;61;64;65;68
9;10;11;15;18;19;20;23;26;28;31;35;48;52;58;59;63;65;68;69
5;11;15;21;22;23;26;29;32;42;44;45;48;50;53;55;61;63;64;70
1;3;12;13;18;19;24;35;40;41;44;49;50;52;58;61;65;68;69;70
1;4;7;11;13;23;25;28;31;32;38;40;42;45;51;53;54;56;62;65
5;6;7;16;17;23;31;32;37;39;42;43;44;51;52;53;55;56;63;67
9;11;12;14;20;31;33;36;40;46;47;49;52;56;57;58;62;66;67;70
2;5;6;12;17;18;19;20;26;37;46;51;52;54;58;60;64;65;68;69
1;2;9;11;15;18;25;26;27;33;37;39;45;47;52;53;54;56;57;60
1;3;11;18;21;28;31;37;39;44;45;53;55;58;59;60;61;62;64;67
2;3;12;14;18;19;25;27;32;34;36;39;45;49;50;54;61;62;65;66
9;13;16;20;23;25;28;34;35;37;43;45;46;47;52;53;54;56;62;63
7;9;15;19;24;29;30;32;33;35;44;45;51;52;55;57;58;60;62;70
2;6;7;8;13;14;15;26;33;40;41;44;45;46;53;55;58;59;63;68
2;9;11;16;27;28;30;36;37;41;42;43;45;50;51;53;58;62;69;70
1;2;14;15;17;21;24;25;26;32;36;37;42;44;48;52;56;57;61;63
2;4;15;17;23;25;32;38;40;41;42;43;44;45;55;59;61;63;65;70
3;7;9;10;17;18;25;28;34;35;42;46;47;48;49;50;51;61;63;68
1;3;8;9;11;16;20;24;25;34;35;36;37;38;49;56;57;62;69;70
6;10;11;15;16;19;22;26;27;29;37;41;43;48;51;53;54;55;61;69
4;5;6;7;8;10;12;18;30;33;35;39;53;54;56;59;62;65;66;68
2;8;9;10;12;17;19;24;28;33;34;35;42;43;48;53;60;64;67;70
1;3;4;5;6;12;13;14;16;20;23;28;32;40;42;52;53;61;66;69
1;11;13;14;15;17;21;23;26;33;35;37;44;46;47;48;53;58;62;64
1;8;10;13;26;32;34;35;36;38;39;40;47;48;50;52;55;58;59;68
4;8;11;15;19;22;25;30;31;33;34;36;37;46;48;49;53;59;63;67
2;4;6;8;9;11;16;17;19;22;27;38;39;42;46;49;61;65;69;70
3;4;15;16;21;26;27;31;38;41;44;47;48;50;56;57;58;62;65;70
3;13;15;19;20;21;23;25;26;28;29;34;39;43;47;49;50;55;57;67
1;3;8;10;12;15;23;24;26;37;41;42;44;48;52;54;55;62;63;65
2;11;14;16;18;19;23;25;32;38;39;44;45;54;62;63;65;67;68;69
1;4;10;13;18;24;28;30;31;32;45;47;48;49;53;54;61;67;68;69
